123,Canisius,MAAC,18-13,0.6073,109.1,49,104.6,238,66,165,-0.014,222,0.5101,141,100.9,148,100.5,136,0.5786,90
124,Drake,MVC,15-17,0.6035,105.3,96,101.1,166,68.5,58,+.002,179,0.6517,70,104.8,35,98.6,85,0.5534,109
125,West Virginia,B12,13-19,0.5933,103.6,127,99.9,149,64.5,234,-0.042,281,0.6787,47,105.8,10,98.3,77,0.5709,97
126,Florida Gulf Coast,ASun,24-10,0.593,101.5,151,97.9,117,68.7,54,+.035,87,0.3859,259,98.8,248,103.4,269,0.6402,41
127,Mercer,ASun,23-11,0.5849,101.1,162,97.8,114,62.4,301,+.022,122,0.3388,304,97.5,302,104.1,305,0.5515,112
128,Nebraska,B10,15-18,0.579,100.9,166,97.8,115,61.9,314,+.104,8,0.7622,4,106.9,5,95.5,7,0.4828,200
129,Wake Forest,ACC,13-18,0.5788,99.5,187,96.4,94,69.3,37,-0.007,202,0.6606,60,105.2,25,98.6,82,0.4216,263
130,Niagara,MAAC,19-13,0.5768,104.8,110,101.7,181,69,45,+.011,155,0.4801,162,100.6,162,101.4,177,0.5249,148
131,Cal Poly,BW,18-13,0.576,105.6,91,102.5,197,59.5,345,+.003,175,0.4944,150,101.7,135,101.9,203,0.6499,31
132,Arkansas St.,SB,19-12,0.573,97.4,223,94.6,70,65.8,177,-0.033,263,0.3584,290,98,286,103.7,287,0.3311,322
133,Northwestern St.,Slnd,23-8,0.5729,105.3,97,102.3,194,72.9,1,+.039,79,0.375,270,97.2,312,102.2,216,0.7211,10
134,Charlotte,A10,21-11,0.5727,98.8,201,96,91,67.8,84,+.145,1,0.5643,117,103.3,90,100.7,143,0.3525,312
135,San Francisco,WCC,15-16,0.5694,105.4,93,102.6,201,66.9,124,-0.041,279,0.5855,110,102.5,112,99.1,101,0.5067,169
136,Vermont,AE,21-11,0.5673,101.6,149,99,133,61.7,317,+.000,185,0.3716,274,97.5,305,102.6,236,0.4475,248
137,Northwestern,B10,13-19,0.5661,102.6,140,100,150,61.2,325,-0.023,242,0.7109,21,105.3,20,96.5,26,0.3705,302
138,Central Florida,CUSA,20-11,0.5659,105,103,102.4,195,66.1,163,+.050,51,0.4957,149,100.4,176,100.5,138,0.4167,266
139,Murray St.,OVC,21-10,0.5612,103.5,128,101,164,65.9,174,-0.012,219,0.4257,219,100.4,173,103.4,267,0.5752,94
140,UC Irvine,BW,20-15,0.5578,100,180,97.8,113,65.9,173,+.015,144,0.5249,133,102.1,123,101.1,166,0.6822,20
141,Robert Morris,NEC,23-10,0.5546,102.3,143,100.2,154,65.1,212,+.037,83,0.3248,316,97.9,289,105.1,330,0.4551,236
142,George Mason,CAA,18-14,0.5525,101.8,148,99.7,145,66.2,158,-0.021,236,0.4826,161,100.8,154,101.5,184,0.6424,38
143,Texas Arlington,WAC,19-13,0.5525,97.7,218,95.7,89,66.5,140,+.054,42,0.4917,153,100.4,172,100.7,145,0.4605,229
144,Manhattan,MAAC,14-18,0.5478,93.9,279,92.2,39,61.8,315,-0.022,237,0.541,123,102,128,100.4,129,0.6496,32
145,Montana,BSky,25-6,0.5473,103.5,129,101.6,175,63.8,266,+.120,3,0.3421,302,99.6,212,106.1,344,0.7174,11
146,South Florida,BE,12/19/2013,0.5431,99.1,193,97.4,108,60,342,-0.008,206,0.7093,22,104.8,37,96,17,0.4106,274
147,Albany,AE,24-10,0.543,100.7,170,99,134,63.1,287,+.088,13,0.3558,292,96.3,323,102,211,0.3479,314
148,Long Beach St.,BW,19-13,0.5425,104,123,102.2,191,66.8,128,+.098,9,0.5813,112,102.7,104,99.5,110,0.8359,1
149,Penn St.,B10,10/21/2013,0.5406,100.6,171,99,135,65.6,187,+.019,128,0.7508,6,106.8,7,95.9,12,0.4491,243
150,Tulane,CUSA,19-14,0.5335,105.1,101,103.7,218,65.4,193,-0.047,291,0.4034,240,98.3,270,102.1,215,0.2792,341
151,Boston University,AE,17-12,0.5312,103.2,132,102,185,65.9,169,-0.025,248,0.4057,237,97.5,307,101.2,168,0.4918,185
152,Western Michigan,MAC,20-12,0.5279,101.3,159,100.2,156,65.5,188,+.052,48,0.4511,190,99.9,196,101.9,199,0.5293,137
153,Army,Pat,16-15,0.5213,104.2,120,103.3,211,68.3,66,-0.083,327,0.3954,249,98.8,252,102.9,249,0.3725,301
154,East Carolina,CUSA,18-12,0.5185,106.1,82,105.3,251,68.8,51,+.046,59,0.5209,137,101.6,136,100.8,148,0.4433,250
155,Lafayette,Pat,19-15,0.5171,104.8,107,104.1,230,65.6,186,+.047,55,0.4443,197,100.3,179,102.5,233,0.46,230
156,Rider,MAAC,18-14,0.5171,97.1,228,96.5,96,65.7,179,+.040,72,0.4757,168,100,192,101,159,0.4888,191
157,Texas Southern,SWAC,17-14,0.5163,104.3,118,103.6,215,64.1,257,-0.061,309,0.3003,330,95.4,329,103.6,283,0.7431,3
158,College of Charleston,SC,24-10,0.5139,99.3,190,98.7,129,64.7,228,+.110,6,0.3545,293,98.1,279,104,302,0.525,147
159,Fairfield,MAAC,19-15,0.5126,94.6,270,94.2,63,61.7,318,+.012,149,0.4765,166,100.2,183,101.1,163,0.507,168
160,UAB,CUSA,16-17,0.5051,98.8,200,98.6,128,70.2,24,+.003,176,0.5394,125,102.5,114,100.9,153,0.4912,186
161,Nevada,MWC,12/19/2013,0.5017,103.7,126,103.6,214,67,121,+.038,81,0.6885,35,104.9,33,97.1,47,0.4898,188
162,DePaul,BE,11/21/2013,0.498,104.2,119,104.3,234,72.3,4,-0.049,294,0.6563,64,102.8,99,96.5,29,0.3102,331
163,North Carolina Central,MEAC,22-9,0.493,96.5,242,96.8,102,64.2,254,+.026,108,0.3056,327,94.5,338,102.4,226,0.5373,129
164,Loyola Chicago,Horz,15-16,0.491,101.3,158,101.6,177,63.5,275,-0.082,325,0.4318,214,98.9,246,101.5,187,0.3414,317
165,Virginia Tech,ACC,13-19,0.4906,105.3,98,105.7,259,66.6,137,+.031,96,0.6652,59,104.3,53,97.5,57,0.3965,288
166,Western Illinois,Sum,22-8,0.4895,94,276,94.4,67,57.8,347,+.042,69,0.3338,308,98.2,273,105.1,329,0.347,315
167,Drexel,CAA,13-18,0.4892,99.6,185,100,152,61.8,316,-0.088,329,0.4861,157,101.1,144,101.6,191,0.6236,51
168,Tennessee St.,OVC,18-14,0.4827,102.6,139,103.3,210,67.9,82,+.046,57,0.4993,146,101.9,131,101.9,204,0.6184,54
169,Oral Roberts,Slnd,18-14,0.4771,103.1,136,104,227,65.2,201,-0.032,262,0.408,235,98.3,269,101.9,206,0.6793,23
170,Southern,SWAC,23-9,0.4765,95.7,252,96.6,100,64.9,219,-0.018,232,0.1945,347,92.5,347,106.2,345,0.5949,74
171,Delaware,CAA,19-14,0.473,101.9,147,103,204,67.3,110,+.078,22,0.5,145,100.6,160,100.6,140,0.6971,13
172,Bradley,MVC,16-16,0.473,100.4,173,101.4,172,66.4,144,+.027,105,0.5345,127,102.1,121,100.8,147,0.2858,338
173,Towson,CAA,18-13,0.473,101.4,157,102.5,198,66.3,154,+.054,43,0.4557,184,100.1,187,101.9,201,0.5682,101
174,San Diego,WCC,16-18,0.4712,100.8,169,101.9,184,63.8,267,+.039,80,0.5876,108,102.6,108,99.2,102,0.4536,238
175,Tulsa,CUSA,17-15,0.4705,98.2,208,99.4,140,67.7,92,+.050,52,0.5133,140,102,127,101.5,183,0.5109,164
176,Georgia St.,CAA,15-16,0.4674,103.7,124,105,247,64.1,256,-0.05,297,0.4247,221,99.8,204,102.8,245,0.5165,156
177,Buffalo,MAC,14-20,0.4658,102.5,141,103.8,220,65.3,199,-0.068,313,0.518,138,101.3,141,100.6,141,0.6002,70
178,Houston,CUSA,19-12,0.4643,105.8,87,107.3,275,70.4,21,-0.007,203,0.3201,320,96.6,318,104,300,0.142,347
179,James Madison,CAA,20-14,0.4602,97.3,224,98.9,132,64.5,239,+.059,37,0.3939,250,99.4,224,103.7,285,0.3886,290
180,Southern Illinois,MVC,14-17,0.4598,100.1,178,101.6,178,62.9,292,+.046,60,0.588,107,102.7,105,99.2,104,0.3885,291
181,Northeastern,CAA,20-12,0.4593,104.5,115,106.2,263,64.3,252,+.063,31,0.4245,222,99.6,213,102.6,235,0.4928,183
182,Southern Methodist,CUSA,15-17,0.4582,98.4,206,100,151,63.8,268,-0.07,315,0.4329,210,99.1,234,101.7,196,0.3524,313
183,Western Kentucky,SB,20-15,0.456,100.1,177,101.8,182,65.7,182,+.039,78,0.4394,203,99,239,101.4,175,0.5864,80
184,Florida International,SB,18-14,0.4537,99.3,191,101.1,165,68.9,47,+.069,25,0.4573,182,98.8,251,100.4,133,0.5757,92
185,Long Island,NEC,20-13,0.4522,109,51,111,319,69.6,29,+.018,135,0.3296,311,97.5,303,104.5,317,0.4053,283
186,Bryant,NEC,19-11,0.4496,107.4,69,109.5,309,65.9,172,+.059,38,0.3616,286,98.8,250,104.4,316,0.4855,196
187,Wagner,NEC,19-12,0.4469,95.8,250,97.8,112,67.4,104,+.054,44,0.3659,280,99.9,201,105.4,334,0.5493,115
188,Gardner Webb,BSth,21-12,0.4452,97.3,225,99.4,143,62.2,306,-0.036,270,0.321,319,97.6,297,105,327,0.4607,227
189,Charleston Southern,BSth,19-12,0.4444,99.4,188,101.6,176,67.8,85,-0.05,296,0.3218,318,97.5,308,104.8,325,0.5254,146
190,Toledo,MAC,15-13,0.442,101.6,150,103.9,223,68,77,+.012,148,0.4201,227,98.9,245,102,212,0.459,231
191,Rhode Island,A10,8/21/2013,0.4337,98.2,207,100.8,161,63.5,273,-0.043,282,0.6528,68,104.4,47,98.2,71,0.5802,87
192,Yale,Ivy,14-17,0.4306,101.2,160,104,225,64.7,227,+.032,94,0.5362,126,101.8,133,100.4,128,0.6508,30
193,Illinois Chicago,Horz,17-15,0.4265,96.3,244,99.2,138,64.4,246,+.041,71,0.4914,154,100.6,161,100.9,154,0.492,184
194,Auburn,SEC,9/23/2013,0.4265,97,230,99.9,148,67.3,108,-0.117,341,0.5919,103,102.6,110,98.9,94,0.3189,328
195,Idaho,WAC,12/18/2013,0.4206,108.2,59,111.6,324,63.3,278,-0.001,188,0.5482,121,100.8,152,99,96,0.5872,77
196,South Alabama,SB,17-12,0.4206,96,247,99.1,136,68.4,64,+.049,53,0.4043,239,98.2,276,102,209,0.4489,244
197,Columbia,Ivy,12/16/2013,0.4158,98.8,202,102.1,187,61.2,324,-0.12,343,0.4275,218,99.4,221,102.3,224,0.4481,246
198,Hawaii,BW,17-14,0.4055,101.4,156,105.3,249,69.3,33,+.023,115,0.3919,252,98.7,253,103.1,257,0.3104,330
199,Quinnipiac,NEC,15-16,0.4045,100.9,164,104.8,243,66.4,147,-0.032,259,0.3704,276,100,195,105.3,333,0.4606,228
